110000008,110/01/26,44,08,20,23,37,43,46
110000007,110/01/22,43,07,30,34,36,45,46
110000006,110/01/19,37,15,29,31,33,41,47
110000005,110/01/15,21,03,04,08,11,42,44
110000004,110/01/12,33,01,10,20,28,37,44
110000003,110/01/08,33,04,18,24,26,43,47
110000002,110/01/05,38,08,13,17,20,43,48
110000001,110/01/01,18,05,37,41,42,46,49
109000112,109/12/29,40,10,14,33,34,35,39
109000111,109/12/25,39,01,05,06,19,29,30
109000110,109/12/22,02,20,22,25,30,31,45
109000109,109/12/18,01,02,11,24,26,30,41
109000108,109/12/15,41,02,06,17,21,43,48
109000107,109/12/11,34,08,17,36,37,42,43
109000106,109/12/08,17,02,04,10,15,31,45
109000105,109/12/04,40,02,13,27,30,41,44
109000104,109/12/01,30,04,22,29,37,44,49
109000103,109/11/27,11,01,19,26,30,35,48
109000102,109/11/24,23,05,29,36,38,44,45
109000101,109/11/20,31,16,27,29,35,37,48
109000100,109/11/17,29,06,14,18,20,38,41
109000099,109/11/13,47,07,09,12,15,25,29
109000098,109/11/10,43,05,17,19,21,28,29
109000097,109/11/06,02,05,09,25,39,44,46
109000096,109/11/03,29,06,11,15,30,32,44
109000095,109/10/30,07,06,10,13,19,40,45
109000094,109/10/27,35,02,09,19,28,30,32
109000093,109/10/23,39,03,09,20,25,26,35
109000092,109/10/20,13,05,17,18,28,30,39
109000091,109/10/16,19,07,25,28,33,44,47
109000090,109/10/13,20,01,03,15,27,39,41
109000089,109/10/09,06,02,07,19,25,42,47
109000088,109/10/06,37,04,05,22,23,34,40
109000087,109/10/02,46,11,15,16,18,24,26
109000086,109/09/29,31,01,07,08,33,42,47
109000085,109/09/25,27,10,31,35,36,39,48
109000084,109/09/22,07,03,04,05,08,24,29
109000083,109/09/18,35,03,29,30,32,43,44
109000082,109/09/15,21,07,16,29,32,37,48
109000081,109/09/11,09,01,26,29,39,48,49
109000080,109/09/08,36,01,02,09,20,26,48
109000079,109/09/04,35,02,09,11,13,39,43
109000078,109/09/01,24,01,02,06,08,38,43
109000077,109/08/28,24,13,14,19,22,23,36
109000076,109/08/25,33,02,23,28,35,46,48
109000075,109/08/21,32,05,14,40,44,45,46
109000074,109/08/18,15,04,22,30,43,45,47
109000073,109/08/14,37,16,20,24,25,31,33
109000072,109/08/11,05,08,12,40,42,44,47
109000071,109/08/07,01,06,09,19,40,44,45
109000070,109/08/04,06,01,05,11,19,31,33
109000069,109/07/31,25,16,17,18,19,33,45
109000068,109/07/28,02,08,10,22,23,29,35
109000067,109/07/24,09,02,20,21,24,35,37
109000066,109/07/21,14,03,16,25,31,33,36
109000065,109/07/17,29,05,06,15,25,30,41
109000064,109/07/14,43,04,10,24,29,32,49
109000063,109/07/10,41,04,05,22,27,46,49
109000062,109/07/07,13,04,17,22,34,44,46
109000061,109/07/03,33,13,19,20,24,40,45
109000060,109/06/30,06,26,29,31,43,46,49
109000059,109/06/26,05,10,12,16,37,40,41
109000058,109/06/23,13,01,02,16,22,27,45
109000057,109/06/19,06,01,15,16,25,43,46
109000056,109/06/16,42,06,13,20,23,29,46
109000055,109/06/12,27,01,06,28,30,33,48
109000054,109/06/09,41,08,17,28,35,36,47
109000053,109/06/05,19,03,05,08,24,26,49
109000052,109/06/02,19,01,06,22,25,33,48
109000051,109/05/29,41,31,35,39,40,45,49
109000050,109/05/26,19,01,05,25,29,33,38
109000049,109/05/22,29,03,07,10,13,39,46
109000048,109/05/19,37,27,32,33,40,43,44
